27.208,11.864,-0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.446,-0.172,0.004,-0.000,0.000,-0.001,0.000,0.000,0.003,0.000,-0.000,-0.009
29.318,-0.000,89.132,0.000,0.000,0.000,-0.000,-0.000,0.163,0.000,0.607,0.000,0.000,-0.245,0.000,0.000,0.008,0.003,-0.002,-0.001,0.005,-0.034,0.005
16.106,0.000,-0.000,1.134,-0.000,0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51.797,0.000,-0.000,-0.000,50.790,0.000,-0.242,0.065,0.000,-0.000,-0.041,-0.000,-0.010,0.010,0.003,-0.767,0.012,-0.000,0.000,0.015,-0.000,-0.017,0.011
16.848,0.069,0.000,-0.000,0.000,1.701,-0.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,-0.087,0.000,0.000,0.000,0.000,0.000,-0.000
2.366,-0.000,-0.000,-0.000,0.000,0.000,0.973,-0.000,-0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000,-0.000
160.331,-0.000,0.000,-0.128,0.085,-0.103,-0.099,42.124,0.000,0.000,0.000,1.050,-0.000,-0.004,0.005,0.022,0.024,0.015,-1.187,0.009,0.003,-0.000,-0.007
27.421,0.000,0.000,0.000,1.340,-0.000,-0.000,-0.000,33.397,-0.000,0.000,1.975,0.007,-0.000,0.000,-0.014,0.006,0.005,-0.000,-0.203,0.000,0.001,-0.065
11.919,0.001,0.000,0.000,-0.000,-0.000,-0.018,-0.000,-0.000,8.739,0.000,0.000,-0.008,0.000,0.000,0.000,0.000,0.008,0.000,-0.003,-0.214,0.000,-0.004
69.429,-0.021,-0.000,-0.115,-0.320,0.072,-0.000,0.083,0.049,-0.000,32.714,0.048,0.100,0.038,-0.012,0.116,0.101,-0.000,-0.000,0.064,0.079,-1.326,0.023
177.076,0.469,-0.489,-0.171,0.174,0.114,-0.383,-0.442,-0.000,0.000,0.322,118.469,0.205,0.170,0.101,0.132,0.173,0.194,0.118,0.159,0.099,0.135,-4.588
