42.780,20.835,0.000,-0.000,-0.000,0.026,-0.000,0.000,-0.000,0.185,0.124,1.196,-0.323,-0.000,0.003,0.018,-0.006,-0.001,0.003,0.005,0.000,0.005,-0.043
82.222,-0.000,268.477,-0.000,-0.000,0.058,-0.000,-0.000,0.754,-0.000,2.620,-0.000,0.015,-0.701,0.018,0.005,-0.004,0.032,-0.000,0.041,0.008,-0.016,0.026
17.452,-0.000,-0.000,2.013,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,0.000,0.000,-0.000,-0.037,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000
33.258,0.000,-0.000,0.000,30.839,0.021,0.000,0.000,0.048,0.000,0.000,0.024,0.000,-0.010,0.014,-0.567,-0.001,-0.011,0.000,0.001,0.002,0.000,0.003
21.631,0.164,-0.000,0.000,-0.000,1.861,-0.000,-0.000,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.000,0.000,-0.101,0.000,0.000,0.000,-0.000,0.000,-0.000
2.399,0.000,-0.000,-0.000,0.000,-0.000,0.964,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.000,0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,0.000,0.000
87.225,0.005,-0.035,-0.024,-0.009,0.033,-0.000,43.591,-0.205,-0.000,-0.000,2.067,-0.043,0.002,-0.057,0.016,-0.047,0.060,-1.075,0.020,-0.021,-0.000,-0.074
41.251,0.000,0.123,-0.000,1.034,0.000,-0.000,0.000,52.044,-0.000,0.000,4.369,0.003,0.008,0.009,-0.015,0.006,0.000,-0.000,-0.380,-0.000,0.004,-0.124
7.404,0.000,0.000,0.004,-0.000,0.049,0.000,-0.014,-0.016,13.022,0.000,0.020,0.020,-0.000,-0.000,0.006,0.000,0.004,0.005,-0.000,-0.436,-0.012,0.009
192.129,0.069,0.189,-0.140,0.058,-0.274,-0.000,0.083,-0.000,-0.000,70.021,0.267,0.000,0.061,0.008,-0.000,0.012,0.056,-0.035,0.029,0.035,-1.394,0.029
-84.561,0.188,-0.750,-0.034,0.351,0.222,-0.245,-0.063,0.306,-2.001,-2.521,247.789,0.701,0.402,0.762,0.638,0.850,0.793,0.612,0.654,0.348,0.796,-8.482
