22.417,8.433,-0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.295,-0.118,-0.000,0.005,0.000,-0.000,0.000,-0.000,0.001,0.000,-0.000,-0.008
14.358,-0.000,42.141,-0.000,0.000,0.000,-0.000,0.000,0.023,0.000,0.082,0.000,0.002,-0.098,0.000,0.000,-0.000,-0.000,-0.000,-0.000,0.000,-0.006,0.000
16.218,-0.000,0.000,1.136,0.000,-0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38.521,-0.000,-0.000,-0.000,17.344,-0.000,-0.000,-0.000,-0.036,-0.009,-0.000,0.000,0.002,-0.001,0.021,-0.639,-0.012,-0.000,0.022,0.008,0.011,0.002,-0.000
19.081,0.049,-0.000,0.000,0.000,1.781,0.000,0.000,0.000,0.000,-0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.087,0.000,0.000,0.000,0.000,0.000,0.000
3.337,0.000,0.000,0.000,-0.000,0.000,6.695,-0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,-0.000,0.000,-0.016,0.000,0.000,-0.000,0.000,0.000
34.768,0.000,-0.064,0.000,-0.000,0.043,-0.044,30.874,0.000,0.000,-0.000,0.723,-0.000,-0.000,0.030,0.021,0.020,0.000,-0.750,0.003,0.036,-0.009,-0.034
24.894,0.000,0.000,0.000,0.380,0.000,-0.000,0.000,26.313,-0.000,0.000,1.768,0.001,0.000,0.000,-0.022,-0.000,-0.000,0.000,-0.180,0.006,0.001,-0.063
4.443,0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,5.473,0.000,-0.000,-0.000,0.000,0.000,-0.000,0.000,-0.000,0.000,-0.000,-0.029,0.000,0.000
-151.388,-0.283,0.000,0.269,0.000,0.323,-0.016,-0.000,0.064,-0.123,33.266,-0.000,0.063,0.034,0.031,0.056,0.002,0.017,0.004,0.037,0.099,-1.258,0.000
-35.231,0.000,0.010,0.515,-0.000,0.146,-0.472,-0.054,0.000,-0.366,-0.144,87.758,0.000,0.021,-0.019,-0.057,-0.054,-0.062,0.047,-0.041,0.028,0.036,-3.616
